id,model_id,city,province,region,sales_volume,year,month,created_at
211,18,武汉,湖北,华中,1846,2026,7,2026-08-30 16:19:31
212,18,昆明,云南,西南,1546,2026,7,2026-08-30 16:19:31
213,18,西安,陕西,西北,1388,2026,7,2026-08-30 16:19:31
214,18,杭州,浙江,华东,214,2026,7,2026-08-30 16:19:31
215,18,广州,广东,华南,697,2026,7,2026-08-30 16:19:31
216,18,天津,天津,华北,1089,2026,7,2026-08-30 16:19:31
217,18,重庆,重庆,西南,2361,2026,7,2026-08-30 16:19:31
218,18,沈阳,辽宁,东北,1357,2026,7,2026-08-30 16:19:31
219,19,昆明,云南,西南,2054,2026,7,2026-08-30 16:19:31
220,19,西安,陕西,西北,543,2026,7,2026-08-30 16:19:31
221,19,南京,江苏,华东,2509,2026,7,2026-08-30 16:19:31
222,19,苏州,江苏,华东,2968,2026,7,2026-08-30 16:19:31
223,19,东莞,广东,华南,2293,2026,7,2026-08-30 16:19:31
224,19,武汉,湖北,华中,2346,2026,7,2026-08-30 16:19:31
225,19,重庆,重庆,西南,813,2026,7,2026-08-30 16:19:31
226,19,长沙,湖南,华中,1715,2026,7,2026-08-30 16:19:31
227,19,北京,北京,华北,2983,2026,7,2026-08-30 16:19:31
228,19,青岛,山东,华东,2885,2026,7,2026-08-30 16:19:31
229,20,杭州,浙江,华东,2567,2026,7,2026-08-30 16:19:31
230,20,长沙,湖南,华中,2927,2026,7,2026-08-30 16:19:31
231,20,东莞,广东,华南,1840,2026,7,2026-08-30 16:19:31
232,20,青岛,山东,华东,242,2026,7,2026-08-30 16:19:31
233,20,大连,辽宁,东北,2245,2026,7,2026-08-30 16:19:31
234,20,北京,北京,华北,2615,2026,7,2026-08-30 16:19:31
235,20,武汉,湖北,华中,1842,2026,7,2026-08-30 16:19:31
236,20,郑州,河南,华中,2139,2026,7,2026-08-30 16:19:31
237,20,广州,广东,华南,1687,2026,7,2026-08-30 16:19:31
238,20,上海,上海,华东,2723,2026,7,2026-08-30 16:19:31
239,20,苏州,江苏,华东,893,2026,7,2026-08-30 16:19:31
240,20,天津,天津,华北,3000,2026,7,2026-08-30 16:19:31
241,21,深圳,广东,华南,349,2026,7,2026-08-30 16:19:31
242,21,大连,辽宁,东北,1318,2026,7,2026-08-30 16:19:31
243,21,青岛,山东,华东,2872,2026,7,2026-08-30 16:19:31
244,21,天津,天津,华北,2805,2026,7,2026-08-30 16:19:31
245,21,上海,上海,华东,732,2026,7,2026-08-30 16:19:31
246,21,昆明,云南,西南,2413,2026,7,2026-08-30 16:19:31
247,21,宁波,浙江,华东,694,2026,7,2026-08-30 16:19:31
248,21,郑州,河南,华中,880,2026,7,2026-08-30 16:19:31
249,21,长沙,湖南,华中,2440,2026,7,2026-08-30 16:19:31
250,21,杭州,浙江,华东,114,2026,7,2026-08-30 16:19:31
251,21,苏州,江苏,华东,860,2026,7,2026-08-30 16:19:31
252,21,西安,陕西,西北,1417,2026,7,2026-08-30 16:19:31
253,21,东莞,广东,华南,1946,2026,7,2026-08-30 16:19:31
254,21,重庆,重庆,西南,1079,2026,7,2026-08-30 16:19:31
255,21,沈阳,辽宁,东北,1778,2026,7,2026-08-30 16:19:31
256,22,深圳,广东,华南,1902,2026,7,2026-08-30 16:19:31
257,22,东莞,广东,华南,1433,2026,7,2026-08-30 16:19:31
258,22,苏州,江苏,华东,1952,2026,7,2026-08-30 16:19:31
259,22,北京,北京,华北,627,2026,7,2026-08-30 16:19:31
260,22,郑州,河南,华中,554,2026,7,2026-08-30 16:19:31
261,22,重庆,重庆,西南,2805,2026,7,2026-08-30 16:19:31
262,22,沈阳,辽宁,东北,846,2026,7,2026-08-30 16:19:31
263,22,广州,广东,华南,1707,2026,7,2026-08-30 16:19:31
264,22,上海,上海,华东,2511,2026,7,2026-08-30 16:19:31
265,22,南京,江苏,华东,1997,2026,7,2026-08-30 16:19:31
266,22,成都,四川,西南,2947,2026,7,2026-08-30 16:19:31
267,22,长沙,湖南,华中,1959,2026,7,2026-08-30 16:19:31
268,22,武汉,湖北,华中,2171,2026,7,2026-08-30 16:19:31
269,22,青岛,山东,华东,884,2026,7,2026-08-30 16:19:31
270,22,杭州,浙江,华东,2218,2026,7,2026-08-30 16:19:31
271,23,成都,四川,西南,2622,2026,7,2026-08-30 16:19:31
272,23,昆明,云南,西南,1119,2026,7,2026-08-30 16:19:31
273,23,苏州,江苏,华东,823,2026,7,2026-08-30 16:19:31
274,23,南京,江苏,华东,1905,2026,7,2026-08-30 16:19:31
275,23,西安,陕西,西北,2629,2026,7,2026-08-30 16:19:31
276,23,长沙,湖南,华中,1978,2026,7,2026-08-30 16:19:31
277,23,上海,上海,华东,738,2026,7,2026-08-30 16:19:31
278,23,天津,天津,华北,2748,2026,7,2026-08-30 16:19:31
279,23,青岛,山东,华东,1331,2026,7,2026-08-30 16:19:31
280,23,杭州,浙江,华东,2993,2026,7,2026-08-30 16:19:31
281,23,广州,广东,华南,2798,2026,7,2026-08-30 16:19:31
282,23,东莞,广东,华南,814,2026,7,2026-08-30 16:19:31
283,23,大连,辽宁,东北,408,2026,7,2026-08-30 16:19:31
284,23,郑州,河南,华中,2849,2026,7,2026-08-30 16:19:31
285,23,宁波,浙江,华东,942,2026,7,2026-08-30 16:19:31
286,24,昆明,云南,西南,2207,2026,7,2026-08-30 16:19:31
287,24,武汉,湖北,华中,2497,2026,7,2026-08-30 16:19:31
288,24,北京,北京,华北,1596,2026,7,2026-08-30 16:19:31
289,24,青岛,山东,华东,2191,2026,7,2026-08-30 16:19:31
290,24,深圳,广东,华南,1939,2026,7,2026-08-30 16:19:31
291,24,重庆,重庆,西南,743,2026,7,2026-08-30 16:19:31
292,24,宁波,浙江,华东,2674,2026,7,2026-08-30 16:19:31
293,24,苏州,江苏,华东,731,2026,7,2026-08-30 16:19:31
294,24,大连,辽宁,东北,2422,2026,7,2026-08-30 16:19:31
295,24,西安,陕西,西北,1931,2026,7,2026-08-30 16:19:31
296,24,天津,天津,华北,2320,2026,7,2026-08-30 16:19:31
297,24,东莞,广东,华南,1631,2026,7,2026-08-30 16:19:31
298,24,沈阳,辽宁,东北,892,2026,7,2026-08-30 16:19:31
299,24,成都,四川,西南,811,2026,7,2026-08-30 16:19:31
300,24,长沙,湖南,华中,1813,2026,7,2026-08-30 16:19:31
301,25,重庆,重庆,西南,2053,2026,7,2026-08-30 16:19:31
302,25,深圳,广东,华南,2984,2026,7,2026-08-30 16:19:31
303,25,南京,江苏,华东,2817,2026,7,2026-08-30 16:19:31
304,25,武汉,湖北,华中,1871,2026,7,2026-08-30 16:19:31
305,25,广州,广东,华南,518,2026,7,2026-08-30 16:19:31
306,25,杭州,浙江,华东,1301,2026,7,2026-08-30 16:19:31
307,25,东莞,广东,华南,676,2026,7,2026-08-30 16:19:31
308,25,苏州,江苏,华东,1378,2026,7,2026-08-30 16:19:31
309,25,上海,上海,华东,1446,2026,7,2026-08-30 16:19:31
310,25,昆明,云南,西南,246,2026,7,2026-08-30 16:19:31
311,25,西安,陕西,西北,1457,2026,7,2026-08-30 16:19:31
312,25,郑州,河南,华中,1276,2026,7,2026-08-30 16:19:31
313,25,沈阳,辽宁,东北,648,2026,7,2026-08-30 16:19:31
314,25,成都,四川,西南,2758,2026,7,2026-08-30 16:19:31
315,26,苏州,江苏,华东,1901,2026,7,2026-08-30 16:19:31
316,26,大连,辽宁,东北,1258,2026,7,2026-08-30 16:19:31
317,26,重庆,重庆,西南,1301,2026,7,2026-08-30 16:19:31
318,26,上海,上海,华东,587,2026,7,2026-08-30 16:19:31
319,26,北京,北京,华北,2585,2026,7,2026-08-30 16:19:31
320,26,成都,四川,西南,2872,2026,7,2026-08-30 16:19:31
321,26,南京,江苏,华东,1292,2026,7,2026-08-30 16:19:31
322,26,武汉,湖北,华中,1668,2026,7,2026-08-30 16:19:31
323,26,沈阳,辽宁,东北,2187,2026,7,2026-08-30 16:19:31
324,26,东莞,广东,华南,2257,2026,7,2026-08-30 16:19:31
325,26,西安,陕西,西北,588,2026,7,2026-08-30 16:19:31
326,26,广州,广东,华南,1969,2026,7,2026-08-30 16:19:31
327,26,郑州,河南,华中,1719,2026,7,2026-08-30 16:19:31
328,26,昆明,云南,西南,355,2026,7,2026-08-30 16:19:31
329,26,杭州,浙江,华东,1211,2026,7,2026-08-30 16:19:31
330,27,北京,北京,华北,1004,2026,7,2026-08-30 16:19:31
331,27,东莞,广东,华南,1020,2026,7,2026-08-30 16:19:31
332,27,昆明,云南,西南,2521,2026,7,2026-08-30 16:19:31
333,27,郑州,河南,华中,758,2026,7,2026-08-30 16:19:31
334,27,成都,四川,西南,2286,2026,7,2026-08-30 16:19:31
335,27,沈阳,辽宁,东北,1960,2026,7,2026-08-30 16:19:31
336,27,天津,天津,华北,2410,2026,7,2026-08-30 16:19:31
337,27,长沙,湖南,华中,2218,2026,7,2026-08-30 16:19:31
338,27,杭州,浙江,华东,1356,2026,7,2026-08-30 16:19:31
339,27,广州,广东,华南,2347,2026,7,2026-08-30 16:19:31
340,27,南京,江苏,华东,2740,2026,7,2026-08-30 16:19:31
341,27,武汉,湖北,华中,659,2026,7,2026-08-30 16:19:31
342,27,苏州,江苏,华东,498,2026,7,2026-08-30 16:19:31
343,27,大连,辽宁,东北,2448,2026,7,2026-08-30 16:19:31
344,27,青岛,山东,华东,1446,2026,7,2026-08-30 16:19:31
345,28,杭州,浙江,华东,1677,2026,7,2026-08-30 16:19:31
346,28,南京,江苏,华东,2190,2026,7,2026-08-30 16:19:31
347,28,成都,四川,西南,2132,2026,7,2026-08-30 16:19:31
348,28,广州,广东,华南,2695,2026,7,2026-08-30 16:19:31
349,28,苏州,江苏,华东,1425,2026,7,2026-08-30 16:19:31
350,28,上海,上海,华东,2326,2026,7,2026-08-30 16:19:31
351,28,大连,辽宁,东北,921,2026,7,2026-08-30 16:19:31
352,28,天津,天津,华北,444,2026,7,2026-08-30 16:19:31
353,28,宁波,浙江,华东,1572,2026,7,2026-08-30 16:19:31
354,28,青岛,山东,华东,2671,2026,7,2026-08-30 16:19:31
355,28,重庆,重庆,西南,2562,2026,7,2026-08-30 16:19:31
356,28,深圳,广东,华南,2869,2026,7,2026-08-30 16:19:31
357,28,武汉,湖北,华中,1195,2026,7,2026-08-30 16:19:31
358,28,西安,陕西,西北,1102,2026,7,2026-08-30 16:19:31
359,28,昆明,云南,西南,877,2026,7,2026-08-30 16:19:31
360,29,广州,广东,华南,1857,2026,7,2026-08-30 16:19:31
361,29,沈阳,辽宁,东北,534,2026,7,2026-08-30 16:19:31
362,29,上海,上海,华东,914,2026,7,2026-08-30 16:19:31
363,29,武汉,湖北,华中,2013,2026,7,2026-08-30 16:19:31
364,29,西安,陕西,西北,1723,2026,7,2026-08-30 16:19:31
365,29,苏州,江苏,华东,737,2026,7,2026-08-30 16:19:31
366,29,成都,四川,西南,2058,2026,7,2026-08-30 16:19:31
367,29,长沙,湖南,华中,2710,2026,7,2026-08-30 16:19:31
368,29,宁波,浙江,华东,2938,2026,7,2026-08-30 16:19:31
369,29,北京,北京,华北,501,2026,7,2026-08-30 16:19:31
370,29,东莞,广东,华南,1867,2026,7,2026-08-30 16:19:31
371,29,杭州,浙江,华东,1508,2026,7,2026-08-30 16:19:31
372,29,青岛,山东,华东,2299,2026,7,2026-08-30 16:19:31
373,29,郑州,河南,华中,2252,2026,7,2026-08-30 16:19:31
374,29,天津,天津,华北,684,2026,7,2026-08-30 16:19:31
375,30,沈阳,辽宁,东北,1752,2026,7,2026-08-30 16:19:31
376,30,重庆,重庆,西南,2395,2026,7,2026-08-30 16:19:31
377,30,天津,天津,华北,1611,2026,7,2026-08-30 16:19:31
378,30,成都,四川,西南,1410,2026,7,2026-08-30 16:19:31
379,30,东莞,广东,华南,1884,2026,7,2026-08-30 16:19:31
380,30,大连,辽宁,东北,779,2026,7,2026-08-30 16:19:31
381,30,昆明,云南,西南,2332,2026,7,2026-08-30 16:19:31
382,30,广州,广东,华南,850,2026,7,2026-08-30 16:19:31
383,30,青岛,山东,华东,1656,2026,7,2026-08-30 16:19:31
384,30,郑州,河南,华中,1474,2026,7,2026-08-30 16:19:31
385,30,上海,上海,华东,2378,2026,7,2026-08-30 16:19:31
386,30,苏州,江苏,华东,471,2026,7,2026-08-30 16:19:31
387,30,杭州,浙江,华东,2373,2026,7,2026-08-30 16:19:31
388,30,南京,江苏,华东,2281,2026,7,2026-08-30 16:19:31
389,31,昆明,云南,西南,1885,2026,7,2026-08-30 16:19:31
390,31,宁波,浙江,华东,2965,2026,7,2026-08-30 16:19:31
391,31,天津,天津,华北,1355,2026,7,2026-08-30 16:19:31
392,31,青岛,山东,华东,416,2026,7,2026-08-30 16:19:31
393,31,郑州,河南,华中,980,2026,7,2026-08-30 16:19:31
394,31,北京,北京,华北,2511,2026,7,2026-08-30 16:19:31
395,31,重庆,重庆,西南,1100,2026,7,2026-08-30 16:19:31
396,31,杭州,浙江,华东,936,2026,7,2026-08-30 16:19:31
397,31,成都,四川,西南,2084,2026,7,2026-08-30 16:19:31
398,31,苏州,江苏,华东,1399,2026,7,2026-08-30 16:19:31
